transaction_id,client_id,client_prenom,client_nom,montant,anomaly_score,explication
29816,950,Guillaume,Pons,580.51,-0.0007312338030837084,Transaction non récurrente
25115,787,Dominique,Leroy,100.46,-0.0007382601926181342,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
33967,997,Guillaume,Blin,895.94,-0.0007384473992270157,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
31229,46,Laurent,Merle,472.82,-0.0007388263840103493,Transaction non récurrente
9894,180,Diane,Vidal,858.29,-0.0007412664015449266,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
46860,294,Lucie,Moreau,530.82,-0.0007515001492723883,Transaction non récurrente
20040,620,Émile,Boutin,195.17,-0.000763790666484021,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
18282,218,Zacharie,Buisson,252.84,-0.0007642521392056123,Transaction non récurrente
12113,584,Jacqueline,Rey,929.35,-0.0007752895075766597,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
17689,774,Antoinette,Bailly,803.69,-0.0007828076367952796,Montant très différent de la moyenne commerçant; Transaction non récurrente
43781,635,Alix,Paul,132.33,-0.0007945916985132584,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
9034,333,Isaac,Bouchet,774.15,-0.0008006378062236363,Montant très différent de la moyenne commerçant; Transaction non récurrente
26336,234,Suzanne,Launay,263.83,-0.0008060400620070185,Transaction non récurrente
46977,978,Nicolas,Torres,770.56,-0.0008104928025823854,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
13333,515,Daniel,Mallet,7.21,-0.0008135088966628734,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
9382,839,Renée,Moreau,14.76,-0.0008156330889217411,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15860,829,Céline,Coste,759.31,-0.0008206777890762407,Montant très différent de la moyenne commerçant; Transaction non récurrente
11547,434,Emmanuelle,Le Gall,12.3,-0.0008343130427599377,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
37089,278,Océane,Gosselin,483.84,-0.0008499364458208758,Transaction non récurrente
33518,722,Maurice,Roche,635.89,-0.0008709780519585708,Transaction non récurrente
609,61,Françoise,Joly,297.83,-0.0008766074351388431,Transaction non récurrente
16401,879,Guillaume,Laporte,729.31,-0.0008938853997177976,Montant très différent de la moyenne commerçant; Transaction non récurrente
7518,645,Thomas,Pichon,841.49,-0.000905389360089881,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
36892,220,Benoît,Langlois,98.01,-0.0009089523444822944,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
16110,820,Benoît,Petitjean,109.73,-0.000912971823063824,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
9973,846,Isaac,Aubry,455.86,-0.0009129900637737665,Transaction non récurrente
3448,228,Augustin,Garnier,387.37,-0.0009130791432364616,Transaction non récurrente
39317,998,Margot,Collet,276.55,-0.0009271666809873569,Transaction non récurrente
16540,703,Laurent,Blanchard,912.11,-0.0009456380571228884,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
37924,262,Victoire,Pasquier,425.98,-0.0009486834497851593,Transaction non récurrente
11075,734,Jules,Allard,226.25,-0.0009577265279071545,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
43012,418,Jules,Michel,237.35,-0.0009614822355569208,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2339,664,Alexandria,Léger,712.44,-0.000975490506485599,Transaction non récurrente
9660,191,Nath,Mary,180.15,-0.000989561501000047,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
49242,116,Alex,Lebrun,682.87,-0.0010031191793956618,Transaction non récurrente
7287,897,Jacqueline,Paul,873.67,-0.0010230557793233785,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
24773,981,Roger,Marchal,333.24,-0.001026922821197651,Transaction non récurrente
48059,662,Laurence,Moreno,782.73,-0.0010479075790453818,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
3183,282,Christophe,Voisin,183.89,-0.0010502463800659,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15051,557,Édith,Evrard,672.56,-0.0010563896402930872,Transaction non récurrente
49857,941,Suzanne,Costa,155.47,-0.0010603559301599619,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
13431,555,Guillaume,Laine,527.25,-0.001071819859770895,Transaction non récurrente
27076,887,Roger,De Sousa,350.17,-0.001080861068264105,Transaction non récurrente
49234,472,Océane,Dos Santos,197.75,-0.0010822477270967523,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
36244,690,Jacques,Moreau,294.87,-0.001084421240361788,Transaction non récurrente
19185,764,Nathalie,Dias,663.37,-0.001103450352131996,Transaction non récurrente
3551,406,Isaac,Hoareau,30.97,-0.0011125397569783368,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
45177,377,Jacqueline,Morin,911.25,-0.0011360234643319478,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
26050,719,Gilbert,Guichard,761.2,-0.0011384062641067727,Transactions très rapprochées; Transaction non récurrente
44615,524,Sylvie,Coulon,97.02,-0.0011439397264642048,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
26362,134,Patrick,Buisson,937.55,-0.0011611707636328683,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
5259,458,Frédérique,Philippe,742.96,-0.0011707531138335225,Transaction non récurrente
8236,710,François,Tanguy,975.98,-0.001172068421768091,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
11304,230,Mathilde,Brun,887.6,-0.0011790434894939361,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15176,186,Luce,Schneider,517.86,-0.0011794825826528799,Transaction non récurrente
576,639,Stéphanie,Joly,581.07,-0.0011837007238140185,Transaction non récurrente
9313,773,Bernadette,Descamps,678.5,-0.0011857863615625241,Transaction non récurrente
18917,980,Jérôme,Grondin,121.74,-0.0012028123691935066,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
9275,389,Inès,Valentin,410.84,-0.0012308620022383199,Transaction non récurrente
28686,688,Lorraine,Duval,14.3,-0.0012323536848334316,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2161,925,Alexandria,Benard,769.96,-0.0012415308763256139,Montant très différent de la moyenne commerçant; Transaction non récurrente
2321,729,Zacharie,Blin,441.07,-0.001243563696104344,Transaction non récurrente
15376,531,Lucie,Peron,412.47,-0.0012517340698772195,Transaction non récurrente
48764,139,Daniel,Riou,301.03,-0.001285132139279388,Transaction non récurrente
35894,497,Virginie,Pruvost,251.61,-0.0012897452699655032,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
6428,604,Charlotte,Girard,257.4,-0.0012962807857114234,Transaction non récurrente
35594,93,Margaud,Maurice,503.36,-0.0012964907734580589,Transaction non récurrente
13616,863,Xavier,Samson,525.04,-0.0013013960336362151,Transaction non récurrente
36940,563,Stéphane,Maurice,823.21,-0.0013053099361490794,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
29216,358,Christine,Rocher,453.18,-0.0013071504300818937,Transaction non récurrente
36882,466,Théophile,Gay,410.87,-0.0013287284976278846,Transaction non récurrente
21953,877,Michelle,Labbé,868.23,-0.001330681269379408,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
44008,934,Clémence,Prévost,416.79,-0.0013365028193996764,Transaction non récurrente
2475,160,Gilles,Brunet,828.69,-0.0013433249747205611,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15788,19,Marcel,Gilles,289.3,-0.0013633391372084303,Transaction non récurrente
7968,198,Eugène,De Oliveira,575.97,-0.0013765482785790262,Transaction non récurrente
14240,916,Marie,Lejeune,914.78,-0.0013779548882681958,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
27990,152,Martin,Parent,36.45,-0.0013827320659098863,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
4207,981,Roger,Marchal,112.15,-0.0013838024222228018,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
11948,500,Lucie,Jacques,481.62,-0.0013891089507428456,Transaction non récurrente
29995,48,Benoît,Godard,916.38,-0.0014005387265300095,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
27515,913,Christiane,Lambert,466.84,-0.001405406257068642,Transaction non récurrente
440,453,Marie,Texier,463.02,-0.001417040498168709,Transaction non récurrente
21806,266,Jérôme,Leroy,900.59,-0.0014428751953141639,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
49586,85,Paulette,Torres,406.35,-0.001451255824418407,Transaction non récurrente
27381,8,Susanne,Neveu,409.73,-0.0014643580418571833,Transaction non récurrente
17693,770,Céline,Bègue,735.61,-0.0014781497046846281,Transaction non récurrente
13285,616,Benjamin,Albert,583.41,-0.0014972457205234546,Transaction non récurrente
42119,766,Isabelle,Riou,602.57,-0.0015071096308774123,Transaction non récurrente
35200,262,Victoire,Pasquier,282.09,-0.0015131454894875551,Transaction non récurrente
30463,728,Grégoire,Gros,356.28,-0.0015376684817701713,Transaction non récurrente
42429,91,Michel,Gauthier,400.02,-0.0015381138376849846,Transaction non récurrente
36290,925,Alexandria,Benard,166.51,-0.0015437126778803378,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
121,142,Jacqueline,Schneider,875.47,-0.0015514052790500665,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
15273,201,Joséphine,Fournier,906.01,-0.00155914313523553,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
33740,969,Aimée,Baron,538.18,-0.001588947064986801,Transaction non récurrente
15546,377,Jacqueline,Morin,747.74,-0.001598247716666168,Montant très différent de la moyenne client; Transaction non récurrente
5981,694,Célina,Gonzalez,745.22,-0.0016014752394718501,Transaction non récurrente
10630,381,Marguerite,Guillet,661.83,-0.0016164816452535202,Transaction non récurrente
5669,457,Roland,Cordier,489.54,-0.001622890431886681,Transaction non récurrente
8399,369,Océane,Perrier,210.55,-0.0016267744838734943,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
14464,65,Robert,Bonnet,714.76,-0.001634994121649913,Montant très différent de la moyenne client; Transaction non récurrente
32702,692,Véronique,Rousset,510.87,-0.0016400537955496564,Transaction non récurrente
3999,605,Charlotte,Caron,369.87,-0.0016597387735757252,Transaction non récurrente
43555,76,Stéphane,Sauvage,70.25,-0.0016630826903896168,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
37731,981,Roger,Marchal,137.28,-0.0016721300492441582,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
16363,407,Célina,Blin,49.92,-0.0016998938410339726,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
25920,607,Luc,Thierry,83.61,-0.0017038125268535875,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
6728,274,Aimé,Olivier,129.48,-0.0017045047407113767,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
13729,595,Corinne,Reynaud,95.29,-0.0017064826560251323,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
17861,437,Lucy,Gaudin,211.62,-0.001709357829434044,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
27160,658,Claire,Pruvost,527.15,-0.0017246561513304393,Transaction non récurrente
43608,698,Jean,Blanchet,916.22,-0.0017353230834763478,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
23803,639,Stéphanie,Joly,156.67,-0.0017384579254325905,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
45275,997,Guillaume,Blin,670.29,-0.0017545590710481562,Transaction non récurrente
38859,426,Marianne,Thierry,191.51,-0.0017857281933261193,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
11353,641,Édouard,Rocher,487.85,-0.0018012365474588954,Transaction non récurrente
23546,492,Élisabeth,Guyot,159.87,-0.0018265943785904515,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
38232,833,Philippine,Chauveau,910.45,-0.0018407750313307325,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
38876,940,Nathalie,Pruvost,632.89,-0.0018450903812696762,Transaction non récurrente
27670,783,Aurélie,Germain,799.46,-0.0018519475108010885,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
48005,161,Michelle,Techer,380.74,-0.0018569156429211198,Transaction non récurrente
23537,526,Sébastien,Mathieu,663.26,-0.0018890418061648928,Transaction non récurrente
44688,649,Alexandria,Rousseau,104.14,-0.0018934423092651365,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
32432,90,Geneviève,Daniel,917.23,-0.0018959435673839842,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
28629,855,Gabriel,Faivre,319.65,-0.0019025357561481826,Transaction non récurrente
30683,360,Michelle,Bernard,385.43,-0.0019178450038012107,Transaction non récurrente
49408,254,Susanne,Laroche,783.5,-0.0019343403705073259,Montant très différent de la moyenne commerçant; Transaction non récurrente
23777,535,Suzanne,Le Gall,617.1,-0.001938164762419925,Transaction non récurrente
2507,923,Isabelle,Grondin,476.58,-0.0019416516482370083,Transaction non récurrente
32275,190,Daniel,Duval,479.41,-0.0019472248962577599,Transaction non récurrente
4922,244,Susanne,Cousin,28.39,-0.001955671782344126,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
22331,685,Julien,Lagarde,980.57,-0.0019620256458852126,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
13106,505,Sabine,Lemaître,274.07,-0.001962313080072886,Transaction non récurrente
4024,695,Paul,Marin,935.29,-0.001963603437362571,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
33576,2,Thierry,Chauvet,662.97,-0.002006545025473483,Transaction non récurrente
5370,373,Honoré,Guillon,785.02,-0.002008746764433411,Montant très différent de la moyenne commerçant; Transaction non récurrente
44743,633,Nath,Guillon,305.85,-0.0020113323614114886,Transaction non récurrente
4527,752,Vincent,Blot,640.34,-0.0020244193686148604,Transaction non récurrente
1705,535,Suzanne,Le Gall,397.84,-0.002028231435775796,Transaction non récurrente
18414,412,Dorothée,Laroche,849.75,-0.0020283060333041725,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
34368,555,Guillaume,Laine,7.86,-0.0020297945040327336,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2242,585,Jeannine,Lecoq,172.19,-0.0020323706589417956,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
14987,955,Brigitte,Benoit,654.48,-0.002037595936566272,Transaction non récurrente
20617,568,Lucas,Berger,377.51,-0.0020405086996088118,Transaction non récurrente
6819,780,Laure,Mercier,394.86,-0.002057977196604499,Transaction non récurrente
2268,249,Célina,Delattre,519.15,-0.00206650781103368,Transaction non récurrente
15228,773,Bernadette,Descamps,930.41,-0.0020782783158563856,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2301,416,Maurice,Ruiz,124.7,-0.0020884724266487797,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
14261,441,Victor,Mendès,115.28,-0.002089652567727085,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
2359,349,Louis,Buisson,381.86,-0.0020897359041144314,Transaction non récurrente
49182,771,Thibault,Merle,949.17,-0.0021000476887196307,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
24987,500,Lucie,Jacques,582.73,-0.0021062769133456394,Transaction non récurrente
12741,873,Émilie,Lombard,337.67,-0.0021134134248042002,Transaction non récurrente
8012,713,Augustin,Didier,595.16,-0.0021269495437582497,Transaction non récurrente
14283,186,Luce,Schneider,24.46,-0.002140091476698469,Montant très différent de la moyenne client; Montant très différent de la moyenne commerçant; Transaction non récurrente
33166,306,Valentine,Humbert,708.75,-0.002140948519297914,Transaction non récurrente
